Unnamed: 0,tx_dt,new_agmt_cd,new_close,new_close_pl_rate,new_close_pl_rate_ln,new_settle,new_settle_pl_rate,new_settle_pl_rate_ln,new_vol
0,2021-09-01,IF2110,4842.0,0.0176,0.01744691364299828,4835.0,0.019,0.01882175428593398,4798.0
1,2021-09-02,IF2110,4835.6,-0.0013,-0.001300845732883183,4832.8,-0.0004,-0.0004000800213363738,4145.0
2,2021-09-03,IF2110,4816.0,-0.004,-0.004008021395608239,4819.0,-0.0028,-0.002803927331825522,4375.0
3,2021-09-06,IF2110,4890.0,0.0153,0.01518413535516637,4899.8,0.0167,0.01656208833455023,7868.0
4,2021-09-07,IF2110,4963.2,0.0149,0.01479008550127918,4966.2,0.0135,0.0134096869336385,7040.0
5,2021-09-08,IF2110,4940.0,-0.0046,-0.004610612555099904,4942.4,-0.0047,-0.004711079727417859,6975.0
6,2021-09-09,IF2110,4939.0,-0.0002,-0.0002000200026706507,4933.4,-0.0018,-0.001801621946281291,6907.0
7,2021-09-10,IF2110,4998.2,0.0119,0.01182975177219399,5002.8,0.014,0.0139029051944224,9814.0
8,2021-09-13,IF2110,4968.0,-0.006,-0.00601807232109024,4960.4,-0.0084,-0.008435478812208623,12274.0
9,2021-09-14,IF2110,4898.0,-0.014,-0.01409892435468734,4897.0,-0.0127,-0.0127813343442919,21889.0
10,2021-09-15,IF2110,4852.2,-0.0093,-0.009343514992222576,4840.6,-0.0115,-0.01156663635470401,27916.0
11,2021-09-16,IF2110,4799.4,-0.0108,-0.01085874332009978,4803.8,-0.0076,-0.007629027157236043,63467.0
12,2021-09-17,IF2110,4848.2,0.0101,0.01004933586656959,4846.4,0.0088,0.008761505678967125,83240.0
13,2021-09-22,IF2110,4814.6,-0.0069,-0.006923915066867657,4811.8,-0.0071,-0.007125324936273927,79208.0
14,2021-09-23,IF2110,4838.4,0.0049,0.004888034076127875,4834.6,0.0047,0.004688989489225187,70537.0
15,2021-09-24,IF2110,4857.2,0.0038,0.003792798240754297,4859.2,0.005,0.004987541514523944,80688.0
16,2021-09-27,IF2111,4876.6,0.0079,0.007868958387130632,4865.6,0.0053,0.00528600443313657,3401.0
17,2021-09-28,IF2111,4865.8,-0.0022,-0.00220242355466003,4865.6,0.0,0.0,2561.0
18,2021-09-29,IF2111,4839.6,-0.0053,-0.005314094820304613,4841.4,-0.0049,-0.004912044358075472,4830.0
19,2021-09-30,IF2111,4841.4,0.0003,0.0002999550090230824,4851.6,0.0021,0.002097798082817958,4119.0
