Unnamed: 0,tx_dt,new_agmt_cd,new_close,new_close_pl_rate,new_close_pl_rate_ln,new_settle,new_settle_pl_rate,new_settle_pl_rate_ln,new_vol
0,2021-09-01,IF2203,4763.8,0.0179,0.01774168151670442,4757.4,0.0195,0.01931231107997316,4264.0
1,2021-09-02,IF2203,4758.0,-0.0012,-0.001200720576382487,4756.8,-0.0001,-0.0001000050003364662,2688.0
2,2021-09-03,IF2203,4749.0,-0.0018,-0.001801621946281291,4750.4,-0.0013,-0.001300845732883183,3317.0
3,2021-09-06,IF2203,4821.8,0.0153,0.01518413535516637,4829.4,0.0166,0.01646372606583504,3990.0
4,2021-09-07,IF2203,4892.6,0.0146,0.01449444617800637,4896.6,0.0139,0.01380428100148169,3638.0
5,2021-09-08,IF2203,4865.6,-0.0055,-0.005515180684370805,4867.6,-0.0059,-0.005917473759716739,4211.0
6,2021-09-09,IF2203,4860.4,-0.001,-0.001000500333496226,4856.8,-0.0022,-0.00220242355466003,3022.0
7,2021-09-10,IF2203,4928.0,0.0139,0.01380428100148169,4930.8,0.0152,0.01508563744779354,3844.0
8,2021-09-13,IF2203,4891.2,-0.0074,-0.00742751582192534,4888.0,-0.0086,-0.008637193386335703,3743.0
9,2021-09-14,IF2203,4818.4,-0.0148,-0.0149106127080535,4826.8,-0.0125,-0.01257878218705615,4406.0
10,2021-09-15,IF2203,4778.6,-0.0082,-0.008233804918635354,4767.0,-0.0123,-0.01237627104887925,4790.0
11,2021-09-16,IF2203,4740.0,-0.008,-0.008032171689210653,4742.0,-0.0052,-0.005213567049556946,6607.0
12,2021-09-17,IF2203,4792.6,0.011,0.01093994005433318,4788.6,0.0098,0.009752291455478389,5301.0
13,2021-09-22,IF2203,4759.0,-0.007,-0.007024614930830135,4755.2,-0.0069,-0.006923915066867657,5171.0
14,2021-09-23,IF2203,4780.0,0.0044,0.004390348304018282,4773.8,0.0039,0.003892414717506698,3119.0
15,2021-09-24,IF2203,4800.0,0.0041,0.004091617905633737,4800.6,0.0056,0.005584378298236774,3423.0
16,2021-09-27,IF2203,4837.2,0.0077,0.007670506312246665,4827.0,0.0054,0.005385472280380148,5075.0
