Unnamed: 0,tx_dt,new_agmt_cd,new_close,new_close_pl_rate,new_close_pl_rate_ln,new_settle,new_settle_pl_rate,new_settle_pl_rate_ln,new_vol
35,2021-10-29,IF2203,4876.6,0.0063,0.006280237962594482,4875.8,0.0078,0.007769737272590648,6155.0
36,2021-11-01,IF2203,4862.2,-0.0029,-0.002904213146410412,4867.4,-0.0017,-0.001701446639452333,4840.0
37,2021-11-02,IF2203,4816.8,-0.0093,-0.009343514992222576,4806.0,-0.0126,-0.01268005313725309,8054.0
38,2021-11-03,IF2203,4792.8,-0.0049,-0.004912044358075472,4799.2,-0.0014,-0.001400980915432082,6024.0
39,2021-11-04,IF2203,4837.6,0.0093,0.009257021274244246,4837.4,0.0079,0.007868958387130632,4682.0
40,2021-11-05,IF2203,4825.2,-0.0025,-0.002503130217405964,4832.0,-0.0011,-0.001100605443922473,3984.0
41,2021-11-08,IF2203,4820.2,-0.001,-0.001000500333496226,4825.6,-0.0013,-0.001300845732883183,4207.0
42,2021-11-09,IF2203,4816.6,-0.0007,-0.0007002451143599703,4818.8,-0.0014,-0.001400980915432082,6421.0
43,2021-11-10,IF2203,4782.4,-0.0071,-0.007125324936273927,4773.4,-0.0094,-0.009444458816830861,7809.0
44,2021-11-11,IF2203,4870.0,0.0183,0.01813457023774924,4863.8,0.0189,0.0187236140430034,7531.0
45,2021-11-12,IF2203,4867.0,-0.0006,-0.0006001800720116853,4866.0,0.0004,0.0003999200213656698,4544.0
46,2021-11-15,IF2203,4868.0,0.0002,0.0001999800026803748,4864.4,-0.0003,-0.0003000450090034531,4730.0
47,2021-11-16,IF2203,4864.0,-0.0008,-0.0008003201707203841,4863.0,-0.0002,-0.0002000200026706507,6222.0
48,2021-11-17,IF2203,4860.4,-0.0007,-0.0007002451143599703,4858.6,-0.0009,-0.0009004052430974332,5370.0
49,2021-11-18,IF2203,4810.6,-0.0102,-0.01025237645118086,4811.2,-0.0097,-0.009747351442979363,8651.0
50,2021-11-19,IF2203,4878.0,0.014,0.0139029051944224,4874.0,0.013,0.01291622528861112,10921.0
51,2021-11-22,IF2203,4885.2,0.0014,0.001399020914026943,4889.6,0.0032,0.0031948908980026,8690.0
52,2021-11-23,IF2203,4887.0,0.0003,0.0002999550090230824,4887.4,-0.0004,-0.0004000800213363738,8388.0
53,2021-11-24,IF2203,4898.6,0.0023,0.002297359049479441,4901.8,0.0029,0.002895803113256316,10756.0
54,2021-11-25,IF2203,4877.2,-0.0043,-0.00430927158585322,4877.2,-0.005,-0.005012541820473292,9122.0
55,2021-11-26,IF2203,4835.0,-0.0086,-0.008637193386335703,4837.6,-0.0081,-0.008132983221929365,9388.0
56,2021-11-29,IF2203,4835.0,0.0,0.0,4826.2,-0.0023,-0.002302649062080683,10616.0
57,2021-11-30,IF2203,4814.2,-0.0043,-0.00430927158585322,4803.8,-0.0046,-0.004610612555099904,12782.0
58,2021-12-01,IF2203,4827.0,0.0026,0.002596625848267635,4827.6,0.0049,0.004888034076127875,8445.0
59,2021-12-02,IF2203,4837.4,0.0021,0.002097798082817958,4836.4,0.0018,0.001798381941884577,9696.0
60,2021-12-03,IF2203,4882.8,0.0093,0.009257021274244246,4874.8,0.0079,0.007868958387130632,12122.0
61,2021-12-06,IF2203,4870.4,-0.0025,-0.002503130217405964,4879.8,0.001,0.000999500333259185,11799.0
62,2021-12-07,IF2203,4897.8,0.0056,0.005584378298236774,4891.4,0.0023,0.002297359049479441,13241.0
63,2021-12-08,IF2203,4982.0,0.0171,0.01695544068661292,4973.0,0.0166,0.01646372606583504,18346.0
64,2021-12-09,IF2203,5077.0,0.019,0.01882175428593398,5086.8,0.0228,0.02254396449842803,27455.0
65,2021-12-10,IF2203,5061.8,-0.0029,-0.002904213146410412,5055.4,-0.0061,-0.006118681003549901,20070.0
66,2021-12-13,IF2203,5075.8,0.0027,0.002696361548818034,5085.2,0.0058,0.005783244760367429,27526.0
67,2021-12-14,IF2203,5056.4,-0.0038,-0.00380723834122009,5056.4,-0.0056,-0.005615738781754949,19291.0
68,2021-12-15,IF2203,5008.0,-0.0095,-0.0095454128321211,5018.0,-0.0075,-0.007528266413729625,20576.0
69,2021-12-16,IF2203,5049.6,0.0083,0.008265744426314394,5042.0,0.0047,0.004688989489225187,21700.0
70,2021-12-17,IF2203,4972.8,-0.0152,-0.01531670408269458,4981.4,-0.012,-0.01207258121601675,24018.0
71,2021-12-20,IF2203,4911.0,-0.0124,-0.01247752149162374,4914.2,-0.0134,-0.0134905901597525,24656.0
72,2021-12-21,IF2203,4926.0,0.003,0.002995508981110782,4933.0,0.0038,0.003792798240754297,16505.0
73,2021-12-22,IF2203,4921.6,-0.0008,-0.0008003201707203841,4927.2,-0.0011,-0.001100605443922473,11189.0
74,2021-12-23,IF2203,4961.4,0.008,0.007968169657820245,4959.2,0.0064,0.006379606969651334,14603.0
75,2021-12-24,IF2203,4938.0,-0.0047,-0.004711079727417859,4937.2,-0.0044,-0.004409708486344776,15420.0
76,2021-12-27,IF2203,4947.8,0.0019,0.001898197283638388,4937.0,0.0,0.0,14054.0
77,2021-12-28,IF2203,4977.2,0.0059,0.005882663162951342,4982.6,0.0092,0.009157937796093734,19846.0
78,2021-12-29,IF2203,4909.4,-0.0136,-0.01369332710857592,4916.8,-0.0132,-0.01328789430485926,19798.0
79,2021-12-30,IF2203,4944.4,0.0071,0.007074913678822432,4944.4,0.0056,0.005584378298236774,17507.0
80,2021-12-31,IF2203,4944.8,0.0,0.0,4950.6,0.0012,0.001199280575724596,14345.0
81,2022-01-04,IF2203,4926.0,-0.0038,-0.00380723834122009,4922.8,-0.0056,-0.005615738781754949,19581.0
82,2022-01-05,IF2203,4874.6,-0.0104,-0.01045445789016305,4878.6,-0.0089,-0.008939841559474996,24121.0
83,2022-01-06,IF2203,4810.4,-0.0131,-0.01318656178243112,4814.4,-0.0131,-0.01318656178243112,25156.0
84,2022-01-07,IF2203,4822.8,0.0025,0.002496880199517687,4830.4,0.0033,0.003294566951002754,16763.0
85,2022-01-10,IF2203,4841.2,0.0038,0.003792798240754297,4843.0,0.0026,0.002596625848267635,14652.0
86,2022-01-11,IF2203,4800.2,-0.0084,-0.008435478812208623,4804.6,-0.0079,-0.007931370318430128,15388.0
87,2022-01-12,IF2203,4855.0,0.0114,0.0113355096808852,4860.6,0.0116,0.01153323583139667,19857.0
88,2022-01-13,IF2203,4768.8,-0.0177,-0.01785851826195098,4781.6,-0.0162,-0.01633265458779717,24215.0
89,2022-01-14,IF2203,4721.0,-0.01,-0.01005033584084634,4731.2,-0.0105,-0.01055551392555438,23421.0
90,2022-01-17,IF2203,4761.2,0.0085,0.008464078421848958,4764.4,0.007,0.006975613743099824,19453.0
91,2022-01-18,IF2203,4811.6,0.0105,0.01044525787616376,4807.6,0.009,0.00895974138232823,24449.0
92,2022-01-19,IF2203,4791.4,-0.0041,-0.004108428042510367,4785.0,-0.0047,-0.004711079727417859,26681.0
93,2022-01-20,IF2203,4832.0,0.0084,0.008364916341127156,4841.4,0.0117,0.01163208424772674,32357.0
94,2022-01-21,IF2203,4808.0,-0.0049,-0.004912044358075472,4800.2,-0.0085,-0.008536331013177186,25632.0
95,2022-01-24,IF2206,4788.6,0.0003,0.0002999550090230824,4779.0,0.0,0.0,8972.0
96,2022-01-25,IF2206,4673.0,-0.0241,-0.02439515676364315,4693.8,-0.0178,-0.01796032533719618,10583.0
97,2022-01-26,IF2206,4703.6,0.0065,0.006478966103492241,4704.0,0.0021,0.002097798082817958,7421.0
98,2022-01-27,IF2206,4622.4,-0.0172,-0.01734963829789156,4625.0,-0.0167,-0.01684101716089265,8970.0
99,2022-01-28,IF2206,4522.4,-0.0216,-0.0218366945513832,4559.2,-0.0142,-0.01430178468533753,10571.0
100,2022-02-07,IF2206,4606.4,0.0185,0.01833095672786076,4606.6,0.0103,0.01024731646564146,7875.0
101,2022-02-08,IF2206,4587.6,-0.004,-0.004008021395608239,4579.0,-0.0059,-0.005917473759716739,10719.0
102,2022-02-09,IF2206,4630.8,0.0094,0.0093560949358342,4632.4,0.0116,0.01153323583139667,9272.0
103,2022-02-10,IF2206,4618.4,-0.0026,-0.002603385869339642,4612.6,-0.0042,-0.00420884477191699,6082.0
104,2022-02-11,IF2206,4580.0,-0.0083,-0.00833463678137833,4587.4,-0.0054,-0.005414632697898417,9158.0
105,2022-02-14,IF2206,4533.8,-0.01,-0.01005033584084634,4527.4,-0.013,-0.0130852395272404,8416.0
106,2022-02-15,IF2206,4570.8,0.0081,0.008067371086612532,4562.0,0.0076,0.007571265504144477,8246.0
107,2022-02-16,IF2206,4592.2,0.0046,0.004589452336775623,4590.4,0.0062,0.006180859080359311,7053.0
108,2022-02-17,IF2206,4599.0,0.0014,0.001399020914026943,4602.8,0.0027,0.002696361548818034,9684.0
109,2022-02-18,IF2206,4628.8,0.0064,0.006379606969651334,4620.6,0.0038,0.003792798240754297,9092.0
110,2022-02-21,IF2206,4607.8,-0.0045,-0.004510155475417986,4600.2,-0.0044,-0.004409708486344776,8786.0
111,2022-02-22,IF2206,4550.0,-0.0125,-0.01257878218705615,4541.6,-0.0127,-0.0127813343442919,12456.0
112,2022-02-23,IF2206,4595.6,0.01,0.00995033086647786,4592.4,0.0111,0.01103884713149706,10825.0
113,2022-02-24,IF2206,4512.4,-0.0181,-0.0182658087657799,4494.6,-0.0212,-0.02142794735785376,16125.0
114,2022-02-25,IF2206,4553.2,0.009,0.00895974138232823,4550.8,0.0125,0.01242252001902119,14633.0
115,2022-02-28,IF2206,4553.2,0.0,0.0,4548.2,-0.0005,-0.0005001250416715135,12424.0
116,2022-03-01,IF2206,4588.6,0.0077,0.007670506312246665,4590.0,0.0091,0.009058844499437165,12730.0
117,2022-03-02,IF2206,4556.0,-0.0071,-0.007125324936273927,4557.8,-0.007,-0.007024614930830135,10887.0
118,2022-03-03,IF2206,4525.6,-0.0066,-0.00662187630344831,4530.6,-0.0059,-0.005917473759716739,11369.0
119,2022-03-04,IF2206,4481.0,-0.0098,-0.009848336042664727,4476.0,-0.012,-0.01207258121601675,14631.0
120,2022-03-07,IF2206,4317.2,-0.0365,-0.03718279097910478,4322.8,-0.0342,-0.03479850540940872,22306.0
121,2022-03-08,IF2206,4211.0,-0.0245,-0.02480511884567076,4236.8,-0.0198,-0.01999864645777392,27083.0
122,2022-03-09,IF2206,4171.8,-0.0093,-0.009343514992222576,4134.8,-0.024,-0.02429269249851766,32758.0
123,2022-03-10,IF2206,4224.0,0.0125,0.01242252001902119,4234.4,0.024,0.02371652668706157,20455.0
124,2022-03-11,IF2206,4268.2,0.0104,0.01034629206850166,4236.4,0.0004,0.0003999200213656698,31789.0
125,2022-03-14,IF2206,4110.0,-0.037,-0.03770186703204739,4133.4,-0.0243,-0.02460011679604644,27364.0
126,2022-03-15,IF2206,3854.4,-0.0621,-0.06411194517678126,3918.6,-0.0519,-0.05329529681166341,39732.0
127,2022-03-16,IF2206,4105.0,0.065,0.06297479944388068,4107.0,0.048,0.04688358611154787,44452.0
128,2022-03-17,IF2206,4167.6,0.0152,0.01508563744779354,4173.6,0.0162,0.01607018021107633,36365.0
129,2022-03-18,IF2206,4199.8,0.0077,0.007670506312246665,4206.0,0.0077,0.007670506312246665,29967.0
130,2022-03-21,IF2206,4174.2,-0.006,-0.00601807232109024,4173.2,-0.0077,-0.007729798054490364,21479.0
131,2022-03-22,IF2206,4173.4,-0.0001,-0.0001000050003364662,4174.4,0.0002,0.0001999800026803748,19817.0
132,2022-03-23,IF2206,4203.2,0.0071,0.007074913678822432,4204.0,0.007,0.006975613743099824,23248.0
133,2022-03-24,IF2206,4181.0,-0.0052,-0.005213567049556946,4189.0,-0.0035,-0.003506139327828813,21464.0
134,2022-03-25,IF2206,4100.0,-0.0193,-0.01948867653730155,4119.4,-0.0166,-0.01673932396957513,24640.0
135,2022-03-28,IF2206,4086.8,-0.0032,-0.003205130947741084,4081.4,-0.0092,-0.009242581356239083,26608.0
136,2022-03-29,IF2206,4070.8,-0.0039,-0.003907624829186111,4078.8,-0.0006,-0.0006001800720116853,17979.0
137,2022-03-30,IF2206,4217.8,0.0361,0.03546366441627177,4208.6,0.0318,0.03130484994266403,30545.0
138,2022-03-31,IF2206,4181.6,-0.0085,-0.008536331013177186,4184.4,-0.0057,-0.005716306992084304,16249.0
139,2022-04-01,IF2206,4232.8,0.0122,0.01212617981737086,4229.6,0.0108,0.01074209654734448,23801.0
140,2022-04-06,IF2206,4203.2,-0.0069,-0.006923915066867657,4193.8,-0.0084,-0.008435478812208623,20950.0
141,2022-04-07,IF2206,4156.4,-0.0111,-0.01116206469057963,4167.4,-0.0062,-0.006219299809132463,20694.0
142,2022-04-08,IF2206,4196.0,0.0095,0.009455158782808532,4185.8,0.0044,0.004390348304018282,21212.0
143,2022-04-11,IF2206,4065.0,-0.0312,-0.03169708662952367,4066.4,-0.0285,-0.02891401006785432,28668.0
144,2022-04-12,IF2206,4146.6,0.02,0.01980262734607798,4142.6,0.0187,0.01852730465789903,32357.0
145,2022-04-13,IF2206,4120.0,-0.0064,-0.00642056779781636,4134.8,-0.0018,-0.001801621946281291,23567.0
146,2022-04-14,IF2206,4163.2,0.0104,0.01034629206850166,4178.8,0.0106,0.01054421389056636,30268.0
147,2022-04-15,IF2206,4165.6,0.0005,0.0004998750417060377,4169.2,-0.0022,-0.00220242355466003,24946.0
148,2022-04-18,IF2209,4094.6,-0.0038,-0.00380723834122009,4087.4,-0.0066,-0.00662187630344831,10466.0
149,2022-04-19,IF2209,4071.4,-0.0056,-0.005615738781754949,4060.2,-0.0066,-0.00662187630344831,8296.0
150,2022-04-20,IF2209,3992.0,-0.0195,-0.01969263329823901,4001.8,-0.0143,-0.01440323028486425,7769.0
151,2022-04-21,IF2209,3930.0,-0.0155,-0.01562138087261094,3930.0,-0.0179,-0.01806214277817526,10507.0
152,2022-04-22,IF2209,3944.0,0.0035,0.003493889256014898,3952.0,0.0055,0.005484930234757665,7897.0
153,2022-04-25,IF2209,3751.4,-0.0488,-0.05003093337682089,3789.6,-0.041,-0.04186420391989184,16021.0
154,2022-04-26,IF2209,3720.2,-0.0083,-0.00833463678137833,3734.4,-0.0145,-0.01460615236276099,13631.0
155,2022-04-27,IF2209,3819.0,0.0265,0.02615495756015952,3808.6,0.0198,0.01960652968789219,13288.0
156,2022-04-28,IF2209,3843.0,0.0062,0.006180859080359311,3832.2,0.0061,0.006081470320982859,11503.0
157,2022-04-29,IF2209,3946.4,0.0269,0.02654455530766123,3932.6,0.0261,0.02576520796711252,15953.0
158,2022-05-05,IF2209,3928.0,-0.0046,-0.004610612555099904,3932.8,0.0,0.0,8455.0
159,2022-05-06,IF2209,3816.4,-0.0284,-0.02881108175794423,3824.0,-0.0276,-0.02798803644885071,10911.0
160,2022-05-09,IF2209,3784.4,-0.0083,-0.00833463678137833,3776.2,-0.0125,-0.01257878218705615,8474.0
161,2022-05-10,IF2209,3849.4,0.0171,0.01695544068661292,3842.2,0.0174,0.01725035344496828,12795.0
162,2022-05-11,IF2209,3889.0,0.0102,0.01014833106564402,3908.0,0.0171,0.01695544068661292,13587.0
163,2022-05-12,IF2209,3875.0,-0.0035,-0.003506139327828813,3879.4,-0.0073,-0.007326775379777697,11925.0
164,2022-05-13,IF2209,3908.0,0.0085,0.008464078421848958,3905.4,0.0067,0.0066776547593728,10712.0
165,2022-05-16,IF2209,3861.4,-0.0119,-0.01197137176327052,3865.8,-0.0101,-0.0101513510434638,12627.0
166,2022-05-17,IF2209,3919.0,0.0149,0.01479008550127918,3914.2,0.0125,0.01242252001902119,10395.0
167,2022-05-18,IF2209,3904.8,-0.0036,-0.003606495592563863,3916.2,0.0005,0.0004998750417060377,10736.0
168,2022-05-19,IF2209,3917.0,0.0031,0.003095204908699088,3909.0,-0.0018,-0.001801621946281291,14802.0
169,2022-05-20,IF2209,4010.0,0.0237,0.02342351501176137,3998.6,0.0229,0.02264173054486785,19773.0
170,2022-05-23,IF2209,3962.0,-0.0119,-0.01197137176327052,3966.4,-0.008,-0.008032171689210653,14307.0
171,2022-05-24,IF2209,3886.0,-0.0191,-0.01928476136623447,3899.8,-0.0167,-0.01684101716089265,15096.0
172,2022-05-25,IF2209,3902.8,0.0043,0.004290781419764028,3895.0,-0.0012,-0.001200720576382487,12138.0
173,2022-05-26,IF2209,3914.8,0.003,0.002995508981110782,3916.2,0.0054,0.005385472280380148,16626.0
174,2022-05-27,IF2209,3930.0,0.0038,0.003792798240754297,3923.6,0.0018,0.001798381941884577,16466.0
175,2022-05-30,IF2209,3946.6,0.0042,0.00419120462096075,3945.6,0.0056,0.005584378298236774,13910.0
176,2022-05-31,IF2209,4013.2,0.0168,0.01666044092908312,4017.2,0.0181,0.0179381451724162,17871.0
177,2022-06-01,IF2209,4002.2,-0.0027,-0.002703651573474129,3995.0,-0.0055,-0.005515180684370805,12653.0
178,2022-06-02,IF2209,4013.4,0.0027,0.002696361548818034,4010.4,0.0038,0.003792798240754297,12462.0
179,2022-06-06,IF2209,4081.8,0.017,0.01685711710321254,4078.6,0.017,0.01685711710321254,24138.0
180,2022-06-07,IF2209,4089.6,0.0019,0.001898197283638388,4095.0,0.004,0.003992021271807684,15649.0
181,2022-06-08,IF2209,4137.2,0.0116,0.01153323583139667,4127.0,0.0078,0.007769737272590648,18435.0
182,2022-06-09,IF2209,4102.6,-0.0083,-0.00833463678137833,4101.2,-0.0062,-0.006219299809132463,19483.0
183,2022-06-10,IF2209,4171.2,0.0167,0.01656208833455023,4169.4,0.0166,0.01646372606583504,22562.0
184,2022-06-13,IF2209,4115.2,-0.0134,-0.0134905901597525,4103.6,-0.0157,-0.01582455031584968,24047.0
185,2022-06-14,IF2209,4163.0,0.0116,0.01153323583139667,4123.4,0.0048,0.004788516735018682,27078.0
186,2022-06-15,IF2209,4216.0,0.0127,0.01262003137719995,4243.2,0.029,0.02858745694950291,40382.0
187,2022-06-16,IF2209,4184.2,-0.0075,-0.007528266413729625,4192.0,-0.012,-0.01207258121601675,25831.0
188,2022-06-17,IF2209,4250.8,0.0159,0.015774919147774,4244.0,0.0124,0.01232374970898249,32044.0
189,2022-06-20,IF2209,4253.6,0.0006,0.0005998200720414877,4264.6,0.0048,0.004788516735018682,27580.0
190,2022-06-21,IF2209,4258.0,0.001,0.000999500333259185,4248.8,-0.0037,-0.003706861929686898,27545.0
191,2022-06-22,IF2209,4199.0,-0.0138,-0.01389610516799559,4210.2,-0.009,-0.009040744641920905,25220.0
192,2022-06-23,IF2209,4287.8,0.0211,0.02088047763445904,4279.2,0.0163,0.01616858119555961,24885.0
193,2022-06-24,IF2209,4336.8,0.0114,0.0113355096808852,4334.0,0.0128,0.01271877242919253,25983.0
194,2022-06-27,IF2209,4382.8,0.0106,0.01054421389056636,4387.8,0.0124,0.01232374970898249,26105.0
195,2022-06-28,IF2209,4438.0,0.0125,0.01242252001902119,4432.2,0.0101,0.01004933586656959,24381.0
196,2022-06-29,IF2209,4390.0,-0.0108,-0.01085874332009978,4390.6,-0.0093,-0.009343514992222576,23952.0
197,2022-06-30,IF2209,4435.4,0.0103,0.01024731646564146,4447.2,0.0128,0.01271877242919253,26648.0
198,2022-07-01,IF2209,4416.6,-0.0042,-0.00420884477191699,4410.4,-0.0082,-0.008233804918635354,23138.0
199,2022-07-04,IF2209,4441.2,0.0055,0.005484930234757665,4432.0,0.0048,0.004788516735018682,23302.0
200,2022-07-05,IF2209,4427.2,-0.0031,-0.003104814952350085,4410.0,-0.0049,-0.004912044358075472,29389.0
201,2022-07-06,IF2209,4371.0,-0.0126,-0.01268005313725309,4363.4,-0.0105,-0.01055551392555438,27927.0
202,2022-07-07,IF2209,4385.4,0.0032,0.0031948908980026,4386.4,0.0052,0.005186526691058694,22467.0
203,2022-07-08,IF2209,4378.8,-0.0015,-0.001501126126037304,4386.2,0.0,0.0,21768.0
204,2022-07-11,IF2209,4306.6,-0.0164,-0.01653596860619223,4304.6,-0.0186,-0.01877515528298679,30412.0
205,2022-07-12,IF2209,4271.4,-0.0081,-0.008132983221929365,4274.4,-0.007,-0.007024614930830135,29992.0
206,2022-07-13,IF2209,4276.8,0.0012,0.001199280575724596,4273.0,-0.0003,-0.0003000450090034531,26025.0
207,2022-07-14,IF2209,4283.0,0.0014,0.001399020914026943,4278.6,0.0013,0.001299155731899792,28831.0
208,2022-07-15,IF2209,4193.8,-0.0208,-0.02101936717030384,4226.8,-0.0121,-0.01217380091315078,38156.0
209,2022-07-18,IF2212,4236.6,0.0154,0.01528262356165909,4234.6,0.007,0.006975613743099824,7058.0
210,2022-07-19,IF2212,4219.0,-0.0041,-0.004108428042510367,4218.2,-0.0038,-0.00380723834122009,6073.0
211,2022-07-20,IF2212,4225.6,0.0015,0.001498876124097972,4226.8,0.002,0.001998002663286734,5856.0
212,2022-07-21,IF2212,4178.6,-0.0111,-0.01116206469057963,4196.0,-0.0072,-0.007226045085241941,5972.0
213,2022-07-22,IF2212,4190.0,0.0027,0.002696361548818034,4189.6,-0.0015,-0.001501126126037304,9403.0
214,2022-07-25,IF2212,4172.6,-0.0041,-0.004108428042510367,4171.4,-0.0043,-0.00430927158585322,5519.0
215,2022-07-26,IF2212,4201.0,0.0068,0.006776984285334279,4200.2,0.0069,0.006876303945923469,7834.0
216,2022-07-27,IF2212,4181.0,-0.0047,-0.004711079727417859,4183.0,-0.004,-0.004008021395608239,6309.0
217,2022-07-28,IF2212,4183.4,0.0005,0.0004998750417060377,4188.2,0.0012,0.001199280575724596,9421.0
218,2022-07-29,IF2212,4115.6,-0.0162,-0.01633265458779717,4122.6,-0.0156,-0.0157229604345035,11498.0
219,2022-08-01,IF2212,4136.2,0.005,0.004987541514523944,4135.0,0.003,0.002995508981110782,8922.0
220,2022-08-02,IF2212,4074.4,-0.0149,-0.01501212009243179,4080.4,-0.0132,-0.01328789430485926,11365.0
221,2022-08-03,IF2212,4026.6,-0.0117,-0.01176898358264832,4039.4,-0.01,-0.01005033584084634,8476.0
222,2022-08-04,IF2212,4059.2,0.008,0.007968169657820245,4057.6,0.0045,0.004489905275697636,6224.0
223,2022-08-05,IF2212,4124.2,0.016,0.01587334918908995,4117.4,0.0147,0.01459300233081518,7390.0
224,2022-08-08,IF2212,4109.8,-0.0034,-0.003405793133460517,4109.4,-0.0019,-0.001901807289205096,6448.0
225,2022-08-09,IF2212,4114.0,0.001,0.000999500333259185,4113.4,0.0009,0.0008995952429823644,5076.0
226,2022-08-10,IF2212,4069.6,-0.0107,-0.01075765663845783,4065.2,-0.0117,-0.01176898358264832,6771.0
227,2022-08-11,IF2212,4165.8,0.0236,0.02332582537114873,4164.4,0.0244,0.02410707541509427,9801.0
228,2022-08-12,IF2212,4166.2,0.0,0.0,4169.2,0.0011,0.001099395443508839,8079.0
229,2022-08-15,IF2212,4156.2,-0.0024,-0.002402884615657939,4159.8,-0.0022,-0.00220242355466003,9471.0
230,2022-08-16,IF2212,4149.2,-0.0016,-0.001601281366707685,4151.8,-0.0019,-0.001901807289205096,6749.0
231,2022-08-17,IF2212,4188.0,0.0093,0.009257021274244246,4193.8,0.0101,0.01004933586656959,10337.0
232,2022-08-18,IF2212,4153.2,-0.0083,-0.00833463678137833,4154.6,-0.0093,-0.009343514992222576,8636.0
233,2022-08-19,IF2212,4124.6,-0.0068,-0.006823225342344205,4127.0,-0.0066,-0.00662187630344831,8332.0
234,2022-08-22,IF2212,4151.6,0.0065,0.006478966103492241,4156.0,0.007,0.006975613743099824,10561.0
