Unnamed: 0,tx_dt,new_agmt_cd,new_close,new_close_pl_rate,new_close_pl_rate_ln,new_settle,new_settle_pl_rate,new_settle_pl_rate_ln,new_vol
0,2021-09-01,IF2109,4856.4,0.0163,0.01616858119555961,4855.0,0.0185,0.01833095672786076,130017.0
1,2021-09-02,IF2109,4854.2,-0.0004,-0.0004000800213363738,4854.0,-0.0002,-0.0002000200026706507,73853.0
2,2021-09-03,IF2109,4835.2,-0.0039,-0.003907624829186111,4837.6,-0.0033,-0.00330545700743802,96552.0
3,2021-09-06,IF2109,4914.0,0.0162,0.01607018021107633,4921.0,0.0172,0.01705375460343893,96949.0
4,2021-09-07,IF2109,4984.4,0.0143,0.01419871942629578,4992.0,0.0144,0.01429730472766213,96791.0
5,2021-09-08,IF2109,4961.0,-0.0046,-0.004610612555099904,4962.8,-0.0058,-0.005816885317393266,76587.0
6,2021-09-09,IF2109,4958.8,-0.0004,-0.0004000800213363738,4953.6,-0.0018,-0.001801621946281291,70316.0
7,2021-09-10,IF2109,5016.8,0.0116,0.01153323583139667,5021.4,0.0136,0.01350835004885078,100736.0
8,2021-09-13,IF2109,4985.2,-0.0062,-0.006219299809132463,4981.0,-0.008,-0.008032171689210653,82597.0
9,2021-09-14,IF2109,4917.2,-0.0136,-0.01369332710857592,4917.8,-0.0126,-0.01268005313725309,92838.0
10,2021-09-15,IF2110,4852.2,-0.0093,-0.009343514992222576,4840.6,-0.0115,-0.01156663635470401,27916.0
11,2021-09-16,IF2110,4799.4,-0.0108,-0.01085874332009978,4803.8,-0.0076,-0.007629027157236043,63467.0
12,2021-09-17,IF2110,4848.2,0.0101,0.01004933586656959,4846.4,0.0088,0.008761505678967125,83240.0
13,2021-09-22,IF2110,4814.6,-0.0069,-0.006923915066867657,4811.8,-0.0071,-0.007125324936273927,79208.0
14,2021-09-23,IF2110,4838.4,0.0049,0.004888034076127875,4834.6,0.0047,0.004688989489225187,70537.0
15,2021-09-24,IF2110,4857.2,0.0038,0.003792798240754297,4859.2,0.005,0.004987541514523944,80688.0
16,2021-09-27,IF2110,4891.4,0.007,0.006975613743099824,4882.0,0.0046,0.004589452336775623,98399.0
17,2021-09-28,IF2110,4877.2,-0.0029,-0.002904213146410412,4880.0,-0.0004,-0.0004000800213363738,72042.0
18,2021-09-29,IF2110,4854.0,-0.0047,-0.004711079727417859,4855.6,-0.005,-0.005012541820473292,92023.0
19,2021-09-30,IF2110,4855.2,0.0002,0.0001999800026803748,4866.2,0.0021,0.002097798082817958,57334.0
20,2021-10-08,IF2110,4931.2,0.0156,0.01547957087964623,4933.4,0.0138,0.01370564708085238,75373.0
